XAUJPY Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
12/10/2025 18:00,656439.0,656721.0,655747.0,656084.0,-355.0,-0.05,
12/10/2025 17:00,657345.0,657372.0,656014.0,656431.0,-914.0,-0.14,
12/10/2025 16:00,656325.5,657623.0,655999.9,657355.0,1029.5,0.16,
12/10/2025 15:00,656092.0,657067.0,655324.0,656083.0,-9.0,0.00,
12/10/2025 14:00,657633.0,658513.0,656230.0,656359.0,-1274.0,-0.19,
12/10/2025 13:00,657611.0,658445.0,657005.0,657632.0,21.0,0.00,
12/10/2025 12:00,657758.0,658531.0,657381.0,657589.0,-169.0,-0.03,
12/10/2025 11:00,657358.0,657951.0,656932.0,657756.0,398.0,0.06,
12/10/2025 10:00,657746.0,658031.0,656527.0,657359.0,-387.0,-0.06,
12/10/2025 09:00,657663.0,658331.0,657356.0,657722.0,59.0,0.01,
12/10/2025 08:00,658415.0,658883.0,657515.0,657711.0,-704.0,-0.11,
12/10/2025 07:00,659150.0,659573.0,658419.0,658430.0,-720.0,-0.11,
12/10/2025 06:00,659902.0,659987.0,658761.0,659170.0,-732.0,-0.11,
12/10/2025 05:00,658872.0,660204.0,657955.0,659868.0,996.0,0.15,
12/10/2025 04:00,658610.0,659272.0,658511.0,658881.0,271.0,0.04,
12/10/2025 03:00,660541.0,660571.0,658133.0,658599.0,-1942.0,-0.29,
12/10/2025 02:00,660313.0,660859.0,659666.0,660537.0,224.0,0.03,
12/10/2025 01:00,659465.0,661005.0,659174.0,660311.0,846.0,0.13,
12/10/2025 00:00,660238.0,660518.0,659322.0,659497.0,-741.0,-0.11,
12/09/2025 23:00,660448.0,660787.0,659857.0,660224.0,-224.0,-0.03,
12/09/2025 22:00,660222.6,660222.6,660222.6,660222.6,0.0,0.00,
12/09/2025 21:00,660855.0,661021.0,660085.0,660181.0,-674.0,-0.10,
12/09/2025 20:00,660613.0,661192.0,660266.0,660868.0,255.0,0.04,
12/09/2025 19:00,660360.0,661135.0,659963.0,660627.0,267.0,0.04,
12/09/2025 18:00,659472.2,660520.0,659281.2,660346.0,873.8,0.13,
12/09/2025 17:00,660691.0,661348.0,659585.0,659971.0,-720.0,-0.11,
12/09/2025 16:00,660790.0,661956.0,660394.0,661299.0,509.0,0.08,
12/09/2025 15:00,657746.0,659391.0,657151.0,659186.0,1440.0,0.22,
12/09/2025 14:00,656846.0,658339.0,655135.0,657996.0,1150.0,0.17,
12/09/2025 13:00,657331.0,657911.0,656380.0,656924.0,-407.0,-0.06,
12/09/2025 12:00,656470.0,657606.0,656099.0,657331.0,861.0,0.13,
12/09/2025 11:00,656096.0,656754.0,655885.0,656475.0,379.0,0.06,
12/09/2025 10:00,655977.0,657240.0,655648.0,656109.0,132.0,0.02,
12/09/2025 09:00,655265.0,657228.0,655071.0,655937.0,672.0,0.10,
12/09/2025 08:00,653306.0,655417.0,653306.0,655308.0,2002.0,0.31,
12/09/2025 07:00,652396.0,653404.0,651849.0,653255.0,859.0,0.13,
12/09/2025 06:00,652039.0,652802.0,650705.0,652442.0,403.0,0.06,
12/09/2025 05:00,652818.0,653278.0,651648.0,652014.0,-804.0,-0.12,
12/09/2025 04:00,653563.0,654149.0,652621.0,652838.0,-725.0,-0.11,
12/09/2025 03:00,653017.0,654367.0,653017.0,653564.0,547.0,0.08,
12/09/2025 02:00,653716.0,653744.0,652299.0,653031.0,-685.0,-0.10,
12/09/2025 01:00,653718.0,654600.0,653428.0,653691.0,-27.0,0.00,
12/09/2025 00:00,653697.0,653840.0,653000.0,653724.0,27.0,0.00,
12/08/2025 23:00,653518.0,654081.0,653395.0,653641.0,123.0,0.02,
12/08/2025 22:00,653374.3,653374.3,653374.3,653374.3,0.0,0.00,
12/08/2025 21:00,653560.0,653783.0,653015.0,653317.0,-243.0,-0.04,
12/08/2025 20:00,652755.0,653960.0,652405.0,653583.0,828.0,0.13,
12/08/2025 19:00,652136.0,652772.0,651715.0,652749.0,613.0,0.09,
12/08/2025 18:00,653392.0,653436.0,651626.0,652114.0,-1278.0,-0.20,
12/08/2025 17:00,653420.3,653551.0,652349.0,653344.0,-76.3,-0.01,
12/08/2025 16:00,651941.0,654442.0,651008.0,652981.0,1040.0,0.16,
12/08/2025 15:00,653912.0,653962.0,650922.0,652999.0,-913.0,-0.14,
12/08/2025 14:00,653872.0,655787.0,653200.0,655787.0,1915.0,0.29,
12/08/2025 13:00,655458.0,655537.0,653322.0,653905.0,-1553.0,-0.24,
12/08/2025 12:00,654793.0,655821.0,654767.0,655428.0,635.0,0.10,
12/08/2025 11:00,653712.0,655351.0,653311.0,654902.0,1190.0,0.18,
12/08/2025 10:00,654223.0,654628.0,652998.0,653683.0,-540.0,-0.08,
12/08/2025 09:00,654074.0,654847.0,653498.0,654226.0,152.0,0.02,
12/08/2025 08:00,653546.0,655023.0,652877.0,654125.0,579.0,0.09,
12/08/2025 07:00,654614.0,654685.0,653387.0,653529.0,-1085.0,-0.17,
12/08/2025 06:00,654426.0,654945.0,653535.0,654562.0,136.0,0.02,
12/08/2025 05:00,652590.0,654517.0,652351.0,654402.0,1812.0,0.28,
12/08/2025 04:00,652952.0,653345.0,652378.0,652592.0,-360.0,-0.06,
12/08/2025 03:00,652247.0,653024.0,651999.0,652924.0,677.0,0.10,
12/08/2025 02:00,650730.0,652917.0,650366.0,652289.0,1559.0,0.24,
12/08/2025 01:00,652900.0,652997.0,650293.0,650783.0,-2117.0,-0.33,
12/08/2025 00:00,652496.0,653336.0,651727.0,652881.0,385.0,0.06,
12/07/2025 23:00,651512.0,653671.0,651383.0,652450.0,938.0,0.14,
12/05/2025 21:00,652557.0,652589.0,650996.0,651893.0,-664.0,-0.10,
12/05/2025 20:00,653388.0,653388.0,652169.0,652582.0,-806.0,-0.12,
12/05/2025 19:00,653537.0,653880.0,652574.0,653395.0,-142.0,-0.02,
12/05/2025 18:00,654900.0,655040.0,653279.0,653546.0,-1354.0,-0.21,
12/05/2025 17:00,653915.0,655165.0,653915.0,654949.0,1034.0,0.16,
12/05/2025 15:00,658472.2,660536.3,657767.8,658632.1,159.9,0.02,
12/05/2025 14:00,657188.0,658820.0,656406.0,658670.0,1482.0,0.22,
12/05/2025 13:00,656170.0,657947.0,655193.0,657164.0,994.0,0.15,
12/05/2025 12:00,655288.0,656343.0,655168.0,656140.0,852.0,0.13,
12/05/2025 11:00,655115.0,655543.0,654841.0,655268.0,153.0,0.02,
12/05/2025 10:00,654267.0,655626.0,654247.0,655120.0,853.0,0.13,
12/05/2025 09:00,653532.0,654547.0,653050.0,654263.0,731.0,0.11,
12/05/2025 08:00,653257.0,654165.0,653079.0,653584.0,327.0,0.05,
12/05/2025 07:00,652944.0,653774.0,652405.0,653229.0,285.0,0.04,
12/05/2025 06:00,652383.0,653944.0,652220.0,652940.0,557.0,0.09,
12/05/2025 05:00,653225.0,653317.0,652047.0,652446.0,-779.0,-0.12,
12/05/2025 04:00,652914.0,653439.0,652062.0,653226.0,312.0,0.05,
12/05/2025 03:00,652284.0,653214.0,651505.0,652924.0,640.0,0.10,
12/05/2025 02:00,651468.0,652548.0,650765.0,652315.0,847.0,0.13,
12/05/2025 01:00,651074.0,651614.0,649924.0,651493.0,419.0,0.06,
12/05/2025 00:00,652436.0,653361.0,650958.0,651080.0,-1356.0,-0.21,
12/04/2025 23:00,652523.0,652981.0,651931.0,652432.0,-91.0,-0.01,
12/04/2025 22:00,652796.3,652796.3,652796.3,652796.3,0.0,0.00,
12/04/2025 21:00,652903.0,653024.0,652601.0,652737.0,-166.0,-0.03,
12/04/2025 20:00,652404.0,653023.0,651966.0,652956.0,552.0,0.08,
12/04/2025 19:00,652163.0,652547.0,650945.0,652440.0,277.0,0.04,
12/04/2025 18:00,653298.0,653445.0,652041.0,652165.0,-1133.0,-0.17,
12/04/2025 17:00,653032.0,653448.0,652089.0,653262.0,230.0,0.04,
12/04/2025 16:00,651262.7,653202.0,650891.3,653023.0,1760.3,0.27,
12/04/2025 15:00,650213.0,651156.0,648984.0,650563.0,350.0,0.05,
12/04/2025 14:00,649870.0,651363.0,648973.0,650530.0,660.0,0.10,
12/04/2025 13:00,648044.0,649925.0,647865.0,649870.0,1826.0,0.28,
12/04/2025 12:00,648758.0,649394.0,647737.0,648150.0,-608.0,-0.09,
12/04/2025 11:00,649535.0,650174.0,648671.0,648809.0,-726.0,-0.11,
12/04/2025 10:00,650202.0,650585.0,649456.0,649540.0,-662.0,-0.10,
12/04/2025 09:00,648625.0,650518.0,648551.0,650187.0,1562.0,0.24,
12/04/2025 08:00,650958.0,651049.0,648531.0,648647.0,-2311.0,-0.36,
12/04/2025 07:00,650716.0,651550.0,649891.0,651048.0,332.0,0.05,
12/04/2025 06:00,648972.0,650922.0,648729.0,650722.0,1750.0,0.27,
12/04/2025 05:00,652428.0,652785.0,648192.0,648994.0,-3434.0,-0.53,
12/04/2025 04:00,651904.0,652428.0,651400.0,652428.0,524.0,0.08,
12/04/2025 03:00,652764.0,653103.0,650923.0,651913.0,-851.0,-0.13,
12/04/2025 02:00,653469.0,653709.0,652147.0,652756.0,-713.0,-0.11,
12/04/2025 01:00,653260.0,654792.0,652688.0,653490.0,230.0,0.04,
12/04/2025 00:00,652557.0,654237.0,651908.0,653246.0,689.0,0.11,
12/03/2025 23:00,652659.0,653295.0,651797.0,652563.0,-96.0,-0.01,
12/03/2025 21:00,652906.0,653706.0,652312.0,652351.0,-555.0,-0.09,
12/03/2025 20:00,652823.0,653586.0,652506.0,652971.0,148.0,0.02,
12/03/2025 19:00,651050.0,653167.0,651014.0,652839.0,1789.0,0.27,
12/03/2025 18:00,653236.0,653315.0,650745.0,651026.0,-2210.0,-0.34,
12/03/2025 17:00,651690.2,653961.8,651690.2,653234.0,1543.8,0.24,
12/03/2025 16:00,654453.0,655207.0,653248.0,653925.0,-528.0,-0.08,
12/03/2025 15:00,654466.0,657360.0,654004.0,656883.0,2417.0,0.37,
12/03/2025 14:00,658842.0,659428.0,654741.0,654943.0,-3899.0,-0.60,
12/03/2025 13:00,654840.0,658864.0,654125.0,658758.0,3918.0,0.59,
12/03/2025 12:00,654090.0,654878.0,653404.0,654782.0,692.0,0.11,
12/03/2025 11:00,653311.0,654209.0,652494.0,654138.0,827.0,0.13,
12/03/2025 10:00,653909.0,654015.0,652671.0,653273.0,-636.0,-0.10,
12/03/2025 09:00,654834.0,654859.0,653205.0,653907.0,-927.0,-0.14,
12/03/2025 08:00,654924.0,655548.0,654617.0,654841.0,-83.0,-0.01,
12/03/2025 07:00,654828.0,655139.0,653783.0,654878.0,50.0,0.01,
12/03/2025 06:00,655069.0,655268.0,654015.0,654787.0,-282.0,-0.04,
12/03/2025 05:00,657198.0,657367.0,654307.0,655048.0,-2150.0,-0.33,
12/03/2025 04:00,656973.0,657859.0,656511.0,657197.0,224.0,0.03,
12/03/2025 03:00,658079.0,658220.0,656778.0,656967.0,-1112.0,-0.17,
12/03/2025 02:00,655932.0,658644.0,655918.0,658060.0,2128.0,0.32,
12/03/2025 01:00,656067.0,657280.0,655751.0,655897.0,-170.0,-0.03,
12/03/2025 00:00,656160.0,656166.0,654734.0,656057.0,-103.0,-0.02,
12/02/2025 23:00,655836.0,656830.0,654913.0,656146.0,310.0,0.05,
12/02/2025 21:00,655972.0,656463.0,655419.0,655422.0,-550.0,-0.08,
12/02/2025 20:00,654239.0,656511.0,653695.0,656049.0,1810.0,0.28,
12/02/2025 19:00,653710.0,654739.0,653710.0,654223.0,513.0,0.08,
12/02/2025 18:00,653963.0,654398.0,652539.0,653711.0,-252.0,-0.04,
12/02/2025 17:00,652495.0,654579.0,652495.0,653994.0,1499.0,0.23,
12/02/2025 16:00,649964.0,653112.0,649469.0,652531.0,2567.0,0.39,
12/02/2025 15:00,657960.0,658127.0,649136.0,649877.0,-8083.0,-1.24,
12/02/2025 14:00,656997.0,660042.0,656983.0,657953.0,956.0,0.15,
12/02/2025 13:00,656612.0,657646.0,655652.0,657025.0,413.0,0.06,
12/02/2025 12:00,655691.0,656721.0,655397.0,656589.0,898.0,0.14,
12/02/2025 11:00,653093.0,655742.0,652924.0,655681.0,2588.0,0.39,
12/02/2025 10:00,653760.0,653952.0,652587.0,653088.0,-672.0,-0.10,
12/02/2025 09:00,656731.0,657019.0,652466.0,653790.0,-2941.0,-0.45,
12/02/2025 08:00,656265.0,657510.0,655487.0,656769.0,504.0,0.08,
12/02/2025 07:00,656190.0,657372.0,655597.0,656226.0,36.0,0.01,
12/02/2025 06:00,657580.0,658172.0,654690.0,656207.0,-1373.0,-0.21,
12/02/2025 05:00,656555.0,657670.0,656132.0,657577.0,1022.0,0.16,
12/02/2025 04:00,656229.0,656592.0,655799.0,656548.0,319.0,0.05,
12/02/2025 03:00,657082.0,657784.0,655808.0,656221.0,-861.0,-0.13,
12/02/2025 02:00,656616.0,657655.0,655909.0,657094.0,478.0,0.07,
12/02/2025 01:00,657753.0,657946.0,653802.0,656628.0,-1125.0,-0.17,
12/02/2025 00:00,657594.0,658276.0,656781.0,657763.0,169.0,0.03,
12/01/2025 23:00,657453.0,658566.0,657057.0,657559.0,106.0,0.02,
12/01/2025 21:00,658575.0,659150.0,657642.0,657911.0,-664.0,-0.10,
12/01/2025 20:00,658779.0,659506.0,658213.0,658676.0,-103.0,-0.02,
12/01/2025 19:00,659329.0,659742.0,657592.0,658749.0,-580.0,-0.09,
12/01/2025 18:00,657500.0,659971.0,657500.0,659286.0,1786.0,0.27,
12/01/2025 17:00,656265.0,658463.0,655824.0,657479.0,1214.0,0.18,
12/01/2025 16:00,656367.9,658305.1,656103.0,656237.0,-130.9,-0.02,
12/01/2025 15:00,657173.0,657979.0,654279.0,656324.0,-849.0,-0.13,
12/01/2025 14:00,657673.0,658619.0,653733.0,657274.0,-399.0,-0.06,
12/01/2025 13:00,657282.0,659986.0,657233.0,657711.0,429.0,0.07,
12/01/2025 12:00,659885.0,660233.0,656989.0,657306.0,-2579.0,-0.39,
12/01/2025 11:00,660712.0,660877.0,659784.0,659874.0,-838.0,-0.13,
12/01/2025 10:00,659971.0,661771.0,659811.0,660698.0,727.0,0.11,
12/01/2025 09:00,659983.0,660750.0,658895.0,659969.0,-14.0,0.00,
12/01/2025 08:00,659693.0,660654.0,659104.0,659947.0,254.0,0.04,
12/01/2025 07:00,659078.0,659726.0,657998.0,659540.0,462.0,0.07,
12/01/2025 06:00,658031.0,660037.0,657773.0,659025.0,994.0,0.15,
12/01/2025 05:00,660376.0,660493.0,655338.0,658037.0,-2339.0,-0.36,
12/01/2025 04:00,658996.0,660710.0,658454.0,660351.0,1355.0,0.21,
12/01/2025 03:00,659700.0,660055.0,658004.0,659000.0,-700.0,-0.11,
12/01/2025 02:00,662288.0,662385.0,658354.0,659692.0,-2596.0,-0.39,
12/01/2025 01:00,659111.0,662367.0,656167.0,662278.0,3167.0,0.48,
12/01/2025 00:00,658181.0,659562.0,657102.0,659159.0,978.0,0.15,
11/30/2025 23:00,659887.0,659887.0,656218.0,658304.0,-1583.0,-0.24,
11/28/2025 19:00,658946.0,659190.0,658166.0,658582.0,-364.0,-0.06,
11/28/2025 18:00,658703.0,659845.0,657774.0,658942.0,239.0,0.04,
11/28/2025 17:00,657121.0,658673.0,656796.0,658629.0,1508.0,0.23,
11/28/2025 16:00,655891.0,657634.0,655225.0,656883.0,992.0,0.15,
11/28/2025 15:00,655897.0,656729.0,654023.0,655881.0,-16.0,0.00,
11/28/2025 14:00,652532.0,657586.0,652532.0,655920.0,3388.0,0.52,
11/28/2025 13:00,651969.0,652609.0,650751.0,652525.0,556.0,0.09,
11/28/2025 12:00,651406.0,652540.0,651305.0,651952.0,546.0,0.08,
11/28/2025 11:00,650705.0,653035.0,650697.0,651814.0,1109.0,0.17,
11/28/2025 10:00,651255.2,653072.0,650149.0,650655.0,-600.2,-0.09,
11/28/2025 09:00,651055.0,651189.0,649977.0,650845.0,-210.0,-0.03,
11/28/2025 08:00,652523.0,652978.0,647140.0,651341.0,-1182.0,-0.18,
11/28/2025 07:00,654790.0,654888.0,652404.0,652522.0,-2268.0,-0.35,
11/28/2025 06:00,653862.0,655228.0,653773.0,654844.0,982.0,0.15,
11/28/2025 05:00,654317.0,654634.0,651606.0,653885.0,-432.0,-0.07,
11/28/2025 04:00,653836.0,654407.0,652549.0,654318.0,482.0,0.07,
11/28/2025 03:00,654668.0,655116.0,653298.0,653832.0,-836.0,-0.13,
11/28/2025 02:00,655332.0,655347.0,653645.0,654702.0,-630.0,-0.10,
11/28/2025 01:00,654000.0,655762.0,653960.0,655328.0,1328.0,0.20,
11/28/2025 00:00,650597.0,654677.0,650352.0,654030.0,3433.0,0.52,
11/27/2025 23:00,649842.0,650722.0,649710.0,650639.0,797.0,0.12,
11/27/2025 19:00,650339.0,650459.0,649957.0,649991.0,-348.0,-0.05,
11/27/2025 18:00,649989.0,650391.0,649734.0,650344.0,355.0,0.05,
11/27/2025 17:00,649460.3,650271.0,649423.0,649980.0,519.7,0.08,
11/27/2025 16:00,649915.0,650003.0,648708.0,649591.0,-324.0,-0.05,
11/27/2025 15:00,649261.0,650344.0,649239.0,649882.0,621.0,0.10,
11/27/2025 14:00,649076.2,650338.0,649001.0,649239.0,162.8,0.03,
11/27/2025 13:00,649127.0,649868.0,648530.0,649246.0,119.0,0.02,
11/27/2025 12:00,649821.0,650238.0,649537.0,649562.0,-259.0,-0.04,
11/27/2025 11:00,649564.0,650656.0,649460.0,649817.0,253.0,0.04,
11/27/2025 10:00,650208.0,650462.0,648962.0,649564.0,-644.0,-0.10,
11/27/2025 09:00,651173.0,651224.0,648742.0,650210.0,-963.0,-0.15,
11/27/2025 08:00,649405.0,651377.0,649390.0,651186.0,1781.0,0.27,
11/27/2025 07:00,649118.0,650211.0,648875.0,649394.0,276.0,0.04,
11/27/2025 06:00,646859.0,649566.0,646800.0,649142.0,2283.0,0.35,
11/27/2025 05:00,647476.0,647742.0,646225.0,646842.0,-634.0,-0.10,
11/27/2025 04:00,647025.9,648222.0,646591.0,647468.0,442.1,0.07,
11/27/2025 03:00,647130.0,647916.0,646824.0,647284.0,154.0,0.02,
11/27/2025 02:00,648231.0,648712.0,646972.0,647097.0,-1134.0,-0.18,
11/27/2025 01:00,649749.0,649831.0,646683.0,648244.0,-1505.0,-0.23,
11/27/2025 00:00,650550.0,650722.0,648845.0,649767.0,-783.0,-0.12,
11/26/2025 23:00,651190.0,651704.0,650447.0,650548.0,-642.0,-0.10,
11/26/2025 21:00,651391.0,651802.0,651106.0,651416.0,25.0,0.00,
11/26/2025 20:00,651372.0,651865.0,651056.0,651486.0,114.0,0.02,
11/26/2025 19:00,651600.0,652423.0,651176.0,651384.0,-216.0,-0.03,
11/26/2025 18:00,651764.0,652384.0,650587.0,651650.0,-114.0,-0.02,
11/26/2025 17:00,651686.0,652275.0,651360.0,651751.0,65.0,0.01,
11/26/2025 16:00,651511.0,651916.0,650583.0,651651.0,140.0,0.02,
11/26/2025 15:00,648578.0,651854.0,647835.0,651495.0,2917.0,0.45,
11/26/2025 14:00,650662.0,651047.0,648604.0,648687.0,-1975.0,-0.30,
11/26/2025 13:00,650097.0,651607.0,649815.0,650657.0,560.0,0.09,
11/26/2025 12:00,652743.0,653150.0,649464.0,650188.0,-2555.0,-0.39,
11/26/2025 11:00,650937.0,653157.0,650537.0,652740.0,1803.0,0.28,
11/26/2025 10:00,651264.0,651552.0,650073.0,650934.0,-330.0,-0.05,
11/26/2025 09:00,650980.0,651420.0,650033.0,651250.0,270.0,0.04,
11/26/2025 08:00,650121.0,651884.0,649784.0,650967.0,846.0,0.13,
11/26/2025 07:00,648239.0,650856.0,648059.0,650167.0,1928.0,0.30,
11/26/2025 06:00,649767.0,650083.0,647417.0,648241.0,-1526.0,-0.24,
11/26/2025 05:00,649374.0,650880.0,649224.0,649772.0,398.0,0.06,
11/26/2025 04:00,649357.0,649551.0,648694.0,649370.0,13.0,0.00,
11/26/2025 03:00,648594.0,649802.0,648185.0,649355.0,761.0,0.12,
11/26/2025 02:00,646850.0,648910.0,646278.0,648547.0,1697.0,0.26,
11/26/2025 01:00,647304.0,648390.0,646385.0,646854.0,-450.0,-0.07,
11/26/2025 00:00,645629.0,647557.0,645308.0,647407.0,1778.0,0.27,
11/25/2025 23:00,644799.0,645785.0,644594.0,645556.0,757.0,0.12,
11/25/2025 21:00,644970.0,644995.0,644283.0,644612.0,-358.0,-0.06,
11/25/2025 20:00,644188.0,645853.0,644170.0,645014.0,826.0,0.13,
11/25/2025 19:00,644597.0,645564.0,643749.0,644150.0,-447.0,-0.07,
11/25/2025 18:00,646348.0,647158.0,644299.0,644616.0,-1732.0,-0.27,
11/25/2025 17:00,646508.0,648345.0,646187.0,646352.0,-156.0,-0.02,
11/25/2025 16:00,643801.0,646887.0,643638.0,646502.0,2701.0,0.42,
11/25/2025 15:00,643822.0,645012.0,642047.0,643870.0,48.0,0.01,
11/25/2025 14:00,647608.0,647631.0,641007.0,643752.0,-3856.0,-0.60,
11/25/2025 13:00,645453.0,648684.0,645313.0,647667.0,2214.0,0.34,
11/25/2025 12:00,646658.0,647449.0,644339.0,645464.0,-1194.0,-0.18,
11/25/2025 11:00,645912.0,647402.0,645662.0,646589.0,677.0,0.10,
11/25/2025 10:00,645247.0,646736.0,645010.0,645911.0,664.0,0.10,
11/25/2025 09:00,644150.0,645979.0,643612.0,645245.0,1095.0,0.17,
11/25/2025 08:00,647212.0,648205.0,643092.0,644144.0,-3068.0,-0.48,
11/25/2025 07:00,648917.0,649433.0,646706.0,647207.0,-1710.0,-0.26,
11/25/2025 06:00,650535.0,650719.0,648446.0,648923.0,-1612.0,-0.25,
11/25/2025 05:00,649238.0,650609.0,649125.0,650549.0,1311.0,0.20,
11/25/2025 04:00,649477.0,650495.0,649052.0,649208.0,-269.0,-0.04,
11/25/2025 03:00,650279.0,650279.0,648480.0,649490.0,-789.0,-0.12,
11/25/2025 02:00,647648.0,650997.0,647335.0,650293.0,2645.0,0.41,
11/25/2025 01:00,647018.0,648247.0,645566.0,647665.0,647.0,0.10,
11/25/2025 00:00,650110.0,650125.0,646835.0,646967.0,-3143.0,-0.49,
11/24/2025 23:00,648464.0,650257.0,647303.0,650132.0,1668.0,0.26,
11/24/2025 21:00,648079.0,649489.0,647688.0,648751.0,672.0,0.10,
