Date,Open,High,Low,Close,Change,Change%
2024.01.08 07:00,144.45900,144.47500,144.35800,144.36100,-0.09800,-0.07
2024.01.08 08:00,144.36100,144.36600,144.16900,144.17800,-0.18300,-0.13
2024.01.08 09:00,144.17700,144.47100,144.08800,144.41600,0.23900,0.17
2024.01.08 10:00,144.41600,144.61300,144.37900,144.52300,0.10700,0.07
2024.01.08 11:00,144.52200,144.57300,144.18400,144.23400,-0.28800,-0.20
2024.01.08 12:00,144.23300,144.49500,144.20000,144.39900,0.16600,0.12
2024.01.08 13:00,144.39700,144.58700,144.32200,144.58000,0.18300,0.13
2024.01.08 14:00,144.57900,144.68300,144.43100,144.47700,-0.10200,-0.07
2024.01.08 15:00,144.47700,144.57600,144.26500,144.45400,-0.02300,-0.02
2024.01.08 16:00,144.45400,144.46900,144.07600,144.09600,-0.35800,-0.25
2024.01.08 17:00,144.09800,144.16500,143.85200,143.93500,-0.16300,-0.11
2024.01.08 18:00,143.93400,143.95500,143.66200,143.89600,-0.03800,-0.03
2024.01.08 19:00,143.89700,143.98500,143.80200,143.95900,0.06200,0.04
2024.01.08 20:00,143.96000,144.18000,143.95100,144.13900,0.17900,0.12
2024.01.08 21:00,144.13900,144.16900,144.06800,144.10100,-0.03800,-0.03
2024.01.08 22:00,144.10100,144.26700,144.06600,144.14600,0.04500,0.03
2024.01.08 23:00,144.14800,144.23800,144.10400,144.22000,0.07200,0.05
2024.01.09 00:00,144.19500,144.26000,144.19400,144.22300,0.02800,0.02
2024.01.09 01:00,144.22500,144.27800,144.10100,144.22100,-0.00400,-0.00
2024.01.09 02:00,144.22000,144.25600,143.84900,143.92500,-0.29500,-0.20
2024.01.09 03:00,143.92500,143.97300,143.44300,143.48000,-0.44500,-0.31
2024.01.09 04:00,143.48000,143.70000,143.41700,143.67600,0.19600,0.14
2024.01.09 05:00,143.67600,143.68700,143.49700,143.62200,-0.05400,-0.04
2024.01.09 06:00,143.62100,143.68800,143.56700,143.58400,-0.03700,-0.03
2024.01.09 07:00,143.58300,143.88100,143.57800,143.78700,0.20400,0.14
2024.01.09 08:00,143.78600,144.10600,143.78300,144.06600,0.28000,0.19
2024.01.09 09:00,144.06700,144.15400,143.85700,144.06400,-0.00300,-0.00
2024.01.09 10:00,144.06500,144.31800,143.95900,144.03000,-0.03500,-0.02
2024.01.09 11:00,144.02900,144.04200,143.74100,143.94600,-0.08300,-0.06
2024.01.09 12:00,143.94600,144.09300,143.84500,144.06300,0.11700,0.08
2024.01.09 13:00,144.06300,144.17100,143.97800,144.07400,0.01100,0.01
2024.01.09 14:00,144.07400,144.14200,143.95400,144.00000,-0.07400,-0.05
2024.01.09 15:00,143.99900,144.19100,143.74600,143.76800,-0.23100,-0.16
2024.01.09 16:00,143.76800,143.92100,143.65000,143.91000,0.14200,0.10
2024.01.09 17:00,143.90900,144.36500,143.76000,144.31000,0.40100,0.28
2024.01.09 18:00,144.31000,144.44400,144.26200,144.35100,0.04100,0.03
2024.01.09 19:00,144.35100,144.48200,144.31700,144.40100,0.05000,0.03
2024.01.09 20:00,144.40200,144.62000,144.24000,144.55100,0.14900,0.10
2024.01.09 21:00,144.55000,144.58900,144.45200,144.54500,-0.00500,-0.00
2024.01.09 22:00,144.54400,144.54400,144.34400,144.50700,-0.03700,-0.03
2024.01.09 23:00,144.50700,144.51700,144.44800,144.46400,-0.04300,-0.03
2024.01.10 00:00,144.44000,144.47300,144.40700,144.43200,-0.00800,-0.01
2024.01.10 01:00,144.42900,144.45200,144.31600,144.42800,-0.00100,-0.00
2024.01.10 02:00,144.42800,144.71300,144.41200,144.52900,0.10100,0.07
2024.01.10 03:00,144.52900,144.82100,144.52600,144.73700,0.20800,0.14
2024.01.10 04:00,144.73700,144.90500,144.69900,144.84500,0.10800,0.07
2024.01.10 05:00,144.84500,144.93200,144.74800,144.84600,0.00100,0.00
2024.01.10 06:00,144.84600,144.85400,144.75500,144.80300,-0.04300,-0.03
2024.01.10 07:00,144.80400,144.86400,144.66700,144.77700,-0.02700,-0.02
2024.01.10 08:00,144.77600,145.13300,144.72900,145.06700,0.29100,0.20
2024.01.10 09:00,145.06600,145.15600,144.83900,144.94100,-0.12500,-0.09
2024.01.10 10:00,144.94100,145.05300,144.84800,144.98800,0.04700,0.03
2024.01.10 11:00,144.98700,145.03600,144.82800,144.91800,-0.06900,-0.05
2024.01.10 12:00,144.91800,144.95400,144.76400,144.93700,0.01900,0.01
2024.01.10 13:00,144.93700,145.13100,144.92100,144.99400,0.05700,0.04
2024.01.10 14:00,144.99500,145.28700,144.98100,145.27500,0.28000,0.19
2024.01.10 15:00,145.27500,145.33200,145.14700,145.29500,0.02000,0.01
2024.01.10 16:00,145.29500,145.52500,145.23400,145.44500,0.15000,0.10
2024.01.10 17:00,145.44500,145.67700,145.42200,145.61400,0.16900,0.12
2024.01.10 18:00,145.61300,145.82800,145.51200,145.68800,0.07500,0.05
2024.01.10 19:00,145.68500,145.73800,145.56200,145.60900,-0.07600,-0.05
2024.01.10 20:00,145.61000,145.69800,145.55900,145.63100,0.02100,0.01
2024.01.10 21:00,145.63000,145.71200,145.60300,145.68400,0.05400,0.04
2024.01.10 22:00,145.68400,145.83000,145.60300,145.79900,0.11500,0.08
2024.01.10 23:00,145.79100,145.81800,145.70200,145.74900,-0.04200,-0.03
2024.01.11 00:00,145.73600,145.75300,145.55000,145.64500,-0.09100,-0.06
2024.01.11 01:00,145.64500,145.80800,145.59800,145.72400,0.07900,0.05
2024.01.11 02:00,145.72500,145.77800,145.42000,145.48100,-0.24400,-0.17
2024.01.11 03:00,145.48100,145.54600,145.32300,145.36400,-0.11700,-0.08
2024.01.11 04:00,145.36400,145.58600,145.33300,145.54000,0.17600,0.12
2024.01.11 05:00,145.54000,145.55200,145.29900,145.30700,-0.23300,-0.16
2024.01.11 06:00,145.30800,145.40900,145.27600,145.38700,0.07900,0.05
2024.01.11 07:00,145.38700,145.50700,145.27800,145.48700,0.10000,0.07
2024.01.11 08:00,145.48600,145.54200,145.39400,145.42300,-0.06300,-0.04
2024.01.11 09:00,145.42300,145.46200,145.33400,145.40600,-0.01700,-0.01
2024.01.11 10:00,145.40500,145.49400,145.33000,145.47700,0.07200,0.05
2024.01.11 11:00,145.47700,145.57700,145.44900,145.54400,0.06700,0.05
2024.01.11 12:00,145.54400,145.59400,145.40300,145.41500,-0.12900,-0.09
2024.01.11 13:00,145.41600,145.55800,145.35000,145.39500,-0.02100,-0.01
2024.01.11 14:00,145.39300,145.44400,145.31700,145.38700,-0.00600,-0.00
2024.01.11 15:00,145.38600,146.26700,144.95300,146.24300,0.85700,0.59
2024.01.11 16:00,146.24300,146.41700,145.72700,145.90400,-0.33900,-0.23
2024.01.11 17:00,145.90500,146.23500,145.64500,145.95700,0.05200,0.04
2024.01.11 18:00,145.95200,146.18900,145.83900,146.02800,0.07600,0.05
2024.01.11 19:00,146.02700,146.03300,145.85900,145.94900,-0.07800,-0.05
2024.01.11 20:00,145.94900,146.01500,145.77400,145.79700,-0.15200,-0.10
2024.01.11 21:00,145.79700,145.80200,145.43700,145.47900,-0.31800,-0.22
2024.01.11 22:00,145.48000,145.54400,145.37000,145.39200,-0.08800,-0.06
2024.01.11 23:00,145.39200,145.46700,145.25100,145.27400,-0.11800,-0.08
2024.01.12 00:00,145.25600,145.34400,145.23400,145.34400,0.08800,0.06
2024.01.12 01:00,145.32900,145.34900,144.93600,145.09600,-0.23300,-0.16
2024.01.12 02:00,145.09600,145.38300,145.07800,145.25100,0.15500,0.11
2024.01.12 03:00,145.25200,145.40300,144.96100,145.11000,-0.14200,-0.10
2024.01.12 04:00,145.11000,145.25600,145.04100,145.12100,0.01100,0.01
2024.01.12 05:00,145.12100,145.12300,144.84100,144.91300,-0.20800,-0.14
2024.01.12 06:00,144.91200,145.06500,144.89200,144.99800,0.08600,0.06
2024.01.12 07:00,144.99800,145.24900,144.98100,145.24800,0.25000,0.17
2024.01.12 08:00,145.24900,145.26400,145.05600,145.12800,-0.12100,-0.08
2024.01.12 09:00,145.13000,145.28500,145.09100,145.15100,0.02100,0.01
2024.01.12 10:00,145.15000,145.16800,144.86600,145.00700,-0.14300,-0.10
2024.01.12 11:00,145.00700,145.15300,144.96600,145.13500,0.12800,0.09
2024.01.12 12:00,145.13500,145.24500,145.08600,145.14700,0.01200,0.01
2024.01.12 13:00,145.14700,145.28200,145.07900,145.23500,0.08800,0.06
2024.01.12 14:00,145.23500,145.38500,145.14800,145.36900,0.13400,0.09
2024.01.12 15:00,145.36800,145.56800,144.75000,144.78900,-0.57900,-0.40
2024.01.12 16:00,144.79000,144.91200,144.37400,144.53900,-0.25100,-0.17
2024.01.12 17:00,144.54000,144.80500,144.34900,144.71000,0.17000,0.12
2024.01.12 18:00,144.70900,144.87500,144.56500,144.85200,0.14300,0.10
2024.01.12 19:00,144.85300,145.00500,144.84000,144.94900,0.09600,0.07
2024.01.12 20:00,144.94900,145.01700,144.84100,144.87100,-0.07800,-0.05
2024.01.12 21:00,144.87300,144.88300,144.79400,144.86700,-0.00600,-0.00
2024.01.12 22:00,144.86700,144.94000,144.82000,144.88700,0.02000,0.01
2024.01.12 23:00,144.88700,144.93300,144.83000,144.90600,0.01900,0.01
2024.01.15 00:00,144.84900,144.96100,144.74900,144.96100,0.11200,0.08
2024.01.15 01:00,144.95000,145.17100,144.92500,145.14700,0.19700,0.14
2024.01.15 02:00,145.14600,145.23100,144.98500,145.05500,-0.09100,-0.06
2024.01.15 03:00,145.05500,145.16700,145.00700,145.06900,0.01400,0.01
2024.01.15 04:00,145.06800,145.08000,144.93100,144.96300,-0.10500,-0.07
2024.01.15 05:00,144.96300,145.17000,144.95000,145.13000,0.16700,0.12
2024.01.15 06:00,145.13100,145.23000,145.11600,145.16400,0.03300,0.02
2024.01.15 07:00,145.16500,145.28600,145.09500,145.26800,0.10300,0.07
2024.01.15 08:00,145.26700,145.28800,145.19000,145.26100,-0.00600,-0.00
2024.01.15 09:00,145.26100,145.55900,145.26100,145.44600,0.18500,0.13
2024.01.15 10:00,145.44600,145.45800,145.31700,145.43900,-0.00700,-0.00
2024.01.15 11:00,145.43900,145.76300,145.42800,145.66500,0.22600,0.16
2024.01.15 12:00,145.66400,145.82300,145.64800,145.67200,0.00800,0.01
2024.01.15 13:00,145.67200,145.69400,145.54400,145.67100,-0.00100,-0.00
2024.01.15 14:00,145.67200,145.91500,145.66600,145.84400,0.17200,0.12
2024.01.15 15:00,145.84400,145.90600,145.73600,145.78300,-0.06100,-0.04
2024.01.15 16:00,145.78300,145.94200,145.74800,145.87400,0.09100,0.06
2024.01.15 17:00,145.87400,145.91100,145.67600,145.78900,-0.08500,-0.06
2024.01.15 18:00,145.79000,145.85900,145.73600,145.75800,-0.03200,-0.02
2024.01.15 19:00,145.75500,145.80400,145.67500,145.77700,0.02200,0.02
2024.01.15 20:00,145.77700,145.79900,145.75100,145.77000,-0.00700,-0.00
2024.01.15 21:00,145.77000,145.80300,145.76600,145.78900,0.01900,0.01
2024.01.15 22:00,145.78900,145.80700,145.78200,145.79100,0.00200,0.00
2024.01.15 23:00,145.78300,145.79800,145.70800,145.70800,-0.07500,-0.05
2024.01.16 00:00,145.70900,145.75400,145.65000,145.74200,0.03300,0.02
2024.01.16 01:00,145.74300,145.86900,145.73200,145.79000,0.04700,0.03
2024.01.16 02:00,145.78900,145.86600,145.58200,145.84400,0.05500,0.04
2024.01.16 03:00,145.84500,146.11100,145.79600,145.89700,0.05200,0.04
2024.01.16 04:00,145.89700,146.19400,145.88900,146.04600,0.14900,0.10
2024.01.16 05:00,146.04600,146.16800,145.92900,146.09400,0.04800,0.03
2024.01.16 06:00,146.09400,146.22900,146.08400,146.10800,0.01400,0.01
2024.01.16 07:00,146.10800,146.27000,146.06700,146.16100,0.05300,0.04
2024.01.16 08:00,146.16100,146.22200,146.03700,146.08800,-0.07300,-0.05
2024.01.16 09:00,146.08800,146.24600,145.99600,146.15900,0.07100,0.05
2024.01.16 10:00,146.15900,146.49000,146.00500,146.43500,0.27600,0.19
2024.01.16 11:00,146.43400,146.63400,146.40200,146.53600,0.10200,0.07
2024.01.16 12:00,146.53600,146.75000,146.52000,146.66200,0.12600,0.09
2024.01.16 13:00,146.66200,146.71900,146.58400,146.60500,-0.05700,-0.04
2024.01.16 14:00,146.60500,146.79000,146.59000,146.68400,0.07900,0.05
2024.01.16 15:00,146.68400,146.78300,146.28400,146.62600,-0.05800,-0.04
2024.01.16 16:00,146.62500,146.77600,146.39500,146.75700,0.13200,0.09
2024.01.16 17:00,146.75700,146.79800,146.60100,146.70500,-0.05200,-0.04
2024.01.16 18:00,146.70600,147.19000,146.69500,147.00900,0.30300,0.21
2024.01.16 19:00,147.00900,147.26800,146.98800,147.24900,0.24000,0.16
2024.01.16 20:00,147.25000,147.31100,147.13200,147.26900,0.01900,0.01
2024.01.16 21:00,147.26800,147.29000,147.21400,147.24700,-0.02100,-0.01
2024.01.16 22:00,147.24800,147.27200,147.19800,147.26300,0.01500,0.01
2024.01.16 23:00,147.26400,147.26400,147.15800,147.18200,-0.08200,-0.06
2024.01.17 00:00,147.18200,147.20000,147.04200,147.09800,-0.08400,-0.06
2024.01.17 01:00,147.10800,147.29000,147.09900,147.24300,0.13500,0.09
2024.01.17 02:00,147.24300,147.48300,147.23000,147.32900,0.08600,0.06
2024.01.17 03:00,147.32900,147.39300,147.14600,147.19100,-0.13800,-0.09
2024.01.17 04:00,147.19100,147.27700,147.09300,147.25400,0.06300,0.04
2024.01.17 05:00,147.25400,147.40800,147.23400,147.32800,0.07400,0.05
2024.01.17 06:00,147.32800,147.37700,147.27800,147.34900,0.02100,0.01
2024.01.17 07:00,147.34800,147.66800,147.34800,147.57700,0.22900,0.16
2024.01.17 08:00,147.57700,147.89000,147.56400,147.70300,0.12600,0.09
2024.01.17 09:00,147.70300,147.97000,147.68800,147.87100,0.16800,0.11
2024.01.17 10:00,147.87200,147.88500,147.69800,147.87800,0.00600,0.00
2024.01.17 11:00,147.87900,147.92800,147.64400,147.72300,-0.15600,-0.11
2024.01.17 12:00,147.72400,147.78300,147.56600,147.75300,0.02900,0.02
2024.01.17 13:00,147.75300,147.82000,147.65800,147.66200,-0.09100,-0.06
2024.01.17 14:00,147.66300,147.75200,147.58400,147.73300,0.07000,0.05
2024.01.17 15:00,147.73300,147.98400,147.67300,147.93800,0.20500,0.14
2024.01.17 16:00,147.93800,148.37300,147.88200,148.34200,0.40400,0.27
2024.01.17 17:00,148.34200,148.52800,148.12200,148.44500,0.10300,0.07
2024.01.17 18:00,148.44400,148.52100,148.28400,148.38700,-0.05700,-0.04
2024.01.17 19:00,148.38500,148.39500,148.16500,148.22200,-0.16300,-0.11
2024.01.17 20:00,148.22200,148.38800,148.21400,148.32000,0.09800,0.07
2024.01.17 21:00,148.32100,148.32300,148.16100,148.26600,-0.05500,-0.04
2024.01.17 22:00,148.26600,148.28900,148.16900,148.19100,-0.07500,-0.05
2024.01.17 23:00,148.18400,148.20300,148.11300,148.15400,-0.03000,-0.02
2024.01.18 00:00,148.14100,148.17300,148.00800,148.10900,-0.03200,-0.02
2024.01.18 01:00,148.11800,148.15800,148.08200,148.13200,0.01400,0.01
2024.01.18 02:00,148.13200,148.24900,147.98800,148.00000,-0.13200,-0.09
2024.01.18 03:00,148.00000,148.08900,147.86300,148.03700,0.03700,0.03
2024.01.18 04:00,148.03600,148.09200,147.90500,148.04700,0.01100,0.01
2024.01.18 05:00,148.04700,148.15600,147.99900,148.01800,-0.02900,-0.02
2024.01.18 06:00,148.01800,148.02000,147.88400,147.92500,-0.09300,-0.06
2024.01.18 07:00,147.92500,148.06200,147.85700,147.87200,-0.05300,-0.04
2024.01.18 08:00,147.87200,147.92200,147.68400,147.74600,-0.12600,-0.09
2024.01.18 09:00,147.74700,147.88600,147.71000,147.78700,0.04000,0.03
2024.01.18 10:00,147.78600,147.95900,147.71200,147.89700,0.11100,0.08
2024.01.18 11:00,147.89700,147.94600,147.65400,147.84700,-0.05000,-0.03
2024.01.18 12:00,147.84700,147.92900,147.79900,147.85600,0.00900,0.01
2024.01.18 13:00,147.85600,147.96400,147.80400,147.82100,-0.03500,-0.02
2024.01.18 14:00,147.82100,147.94000,147.75200,147.89900,0.07800,0.05
2024.01.18 15:00,147.89900,148.30200,147.89200,148.22900,0.33000,0.22
2024.01.18 16:00,148.22900,148.24100,147.85200,148.00600,-0.22300,-0.15
2024.01.18 17:00,148.00500,148.20200,147.94800,148.17500,0.17000,0.11
2024.01.18 18:00,148.17500,148.23500,148.00200,148.15700,-0.01800,-0.01
2024.01.18 19:00,148.15400,148.26000,148.15300,148.21800,0.06400,0.04
2024.01.18 20:00,148.21800,148.25000,148.06800,148.14400,-0.07400,-0.05
2024.01.18 21:00,148.14600,148.22700,148.09900,148.22300,0.07700,0.05
2024.01.18 22:00,148.22200,148.27400,148.16900,148.16900,-0.05300,-0.04
2024.01.18 23:00,148.17100,148.18700,148.07600,148.15400,-0.01700,-0.01
2024.01.19 00:00,148.15400,148.15400,148.04200,148.12800,-0.02600,-0.02
2024.01.19 01:00,148.12800,148.18600,148.02900,148.12100,-0.00700,-0.00
2024.01.19 02:00,148.12100,148.14100,147.93200,148.02500,-0.09600,-0.06
2024.01.19 03:00,148.02500,148.39000,148.00300,148.35000,0.32500,0.22
2024.01.19 04:00,148.35000,148.47400,148.14100,148.25100,-0.09900,-0.07
2024.01.19 05:00,148.25100,148.29300,148.18600,148.21900,-0.03200,-0.02
2024.01.19 06:00,148.21900,148.36700,148.21400,148.35500,0.13600,0.09
2024.01.19 07:00,148.35500,148.67000,148.34800,148.64600,0.29100,0.20
2024.01.19 08:00,148.64700,148.80400,148.56300,148.58500,-0.06200,-0.04
2024.01.19 09:00,148.58500,148.61000,148.19200,148.27000,-0.31500,-0.21
2024.01.19 10:00,148.27100,148.35500,148.04700,148.07900,-0.19200,-0.13
2024.01.19 11:00,148.07900,148.14000,147.92200,147.98000,-0.09900,-0.07
2024.01.19 12:00,147.98100,148.02000,147.83500,147.94900,-0.03200,-0.02
2024.01.19 13:00,147.94800,148.12200,147.92600,147.97800,0.03000,0.02
2024.01.19 14:00,147.97800,148.18900,147.96000,148.16000,0.18200,0.12
2024.01.19 15:00,148.15900,148.21600,147.96000,148.13600,-0.02300,-0.02
2024.01.19 16:00,148.13500,148.45200,148.07400,148.31400,0.17900,0.12
2024.01.19 17:00,148.31300,148.53500,148.09300,148.10200,-0.21100,-0.14
2024.01.19 18:00,148.10300,148.24700,148.05000,148.20600,0.10300,0.07
2024.01.19 19:00,148.20600,148.22500,148.01900,148.11800,-0.08800,-0.06
2024.01.19 20:00,148.11800,148.30600,148.11700,148.24200,0.12400,0.08
2024.01.19 21:00,148.24100,148.25500,148.13100,148.18600,-0.05500,-0.04
2024.01.19 22:00,148.18600,148.19700,148.12300,148.14000,-0.04600,-0.03
2024.01.19 23:00,148.13700,148.17200,148.07400,148.11200,-0.02500,-0.02
2024.01.22 00:00,148.21200,148.25300,148.02400,148.22400,0.01200,0.01
2024.01.22 01:00,148.23400,148.26100,148.07300,148.12200,-0.11200,-0.08
2024.01.22 02:00,148.12300,148.22800,148.00400,148.08500,-0.03800,-0.03
2024.01.22 03:00,148.08400,148.10300,147.77500,147.85700,-0.22700,-0.15
2024.01.22 04:00,147.85600,147.96800,147.73100,147.74600,-0.11000,-0.07
